2018-03-13 23:56:13 startup archives unpack
2018-03-19 21:23:24 configure libavahi-common3:amd64 0.6.32-2 <none>
2018-03-19 21:23:24 status unpacked libavahi-common3:amd64 0.6.32-2
2018-03-19 21:23:24 status half-configured libavahi-common3:amd64 0.6.32-2
2018-03-19 21:23:24 status installed libavahi-common3:amd64 0.6.32-2
2018-03-19 21:23:24 configure dbus:amd64 1.10.26-0+deb9u1 <none>
2018-03-19 21:23:24 status unpacked dbus:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:24 status unpacked dbus:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:24 status unpacked dbus:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:24 status half-configured dbus:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:25 status installed dbus:amd64 1.10.26-0+deb9u1
2018-03-19 21:23:25 configure libvorbisenc2:amd64 1.3.5-4+deb9u2 <none>
2018-03-19 21:23:25 status unpacked libvorbisenc2:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:25 status half-configured libvorbisenc2:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:25 status installed libvorbisenc2:amd64 1.3.5-4+deb9u2
2018-03-19 21:23:25 configure dconf-gsettings-backend:amd64 0.26.0-2+b1 <none>
2018-03-19 21:23:25 status unpacked dconf-gsettings-backend:amd64 0.26.0-2+b1
2018-03-19 21:23:25 status half-configured dconf-gsettings-backend:amd64 0.26.0-2+b1
2018-03-19 21:23:25 status installed dconf-gsettings-backend:amd64 0.26.0-2+b1
2018-03-19 21:23:25 configure libxcb1:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb1:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb1:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb1:amd64 1.12-1
2018-03-19 21:23:25 configure x11proto-input-dev:all 2.3.2-1 <none>
2018-03-19 21:23:25 status unpacked x11proto-input-dev:all 2.3.2-1
2018-03-19 21:23:25 status half-configured x11proto-input-dev:all 2.3.2-1
2018-03-19 21:23:25 status installed x11proto-input-dev:all 2.3.2-1
2018-03-19 21:23:25 configure libxcb-present0:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb-present0:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb-present0:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb-present0:amd64 1.12-1
2018-03-19 21:23:25 configure libfontconfig1:amd64 2.11.0-6.7+b1 <none>
2018-03-19 21:23:25 status unpacked libfontconfig1:amd64 2.11.0-6.7+b1
2018-03-19 21:23:25 status half-configured libfontconfig1:amd64 2.11.0-6.7+b1
2018-03-19 21:23:25 status installed libfontconfig1:amd64 2.11.0-6.7+b1
2018-03-19 21:23:25 configure libxcb-dri2-0:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb-dri2-0:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb-dri2-0:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb-dri2-0:amd64 1.12-1
2018-03-19 21:23:25 configure libsm6:amd64 2:1.2.2-1+b3 <none>
2018-03-19 21:23:25 status unpacked libsm6:amd64 2:1.2.2-1+b3
2018-03-19 21:23:25 status half-configured libsm6:amd64 2:1.2.2-1+b3
2018-03-19 21:23:25 status installed libsm6:amd64 2:1.2.2-1+b3
2018-03-19 21:23:25 configure libxcb-dri3-0:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb-dri3-0:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb-dri3-0:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb-dri3-0:amd64 1.12-1
2018-03-19 21:23:25 configure libxcb-glx0:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb-glx0:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb-glx0:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb-glx0:amd64 1.12-1
2018-03-19 21:23:25 configure libxcb-xfixes0:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb-xfixes0:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb-xfixes0:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb-xfixes0:amd64 1.12-1
2018-03-19 21:23:25 configure libxcb-render0:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb-render0:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb-render0:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb-render0:amd64 1.12-1
2018-03-19 21:23:25 configure gsettings-desktop-schemas:all 3.22.0-1 <none>
2018-03-19 21:23:25 status unpacked gsettings-desktop-schemas:all 3.22.0-1
2018-03-19 21:23:25 status half-configured gsettings-desktop-schemas:all 3.22.0-1
2018-03-19 21:23:25 status installed gsettings-desktop-schemas:all 3.22.0-1
2018-03-19 21:23:25 configure libgtk-3-common:all 3.22.11-1 <none>
2018-03-19 21:23:25 status unpacked libgtk-3-common:all 3.22.11-1
2018-03-19 21:23:25 status unpacked libgtk-3-common:all 3.22.11-1
2018-03-19 21:23:25 status half-configured libgtk-3-common:all 3.22.11-1
2018-03-19 21:23:25 status installed libgtk-3-common:all 3.22.11-1
2018-03-19 21:23:25 configure libx11-6:amd64 2:1.6.4-3 <none>
2018-03-19 21:23:25 status unpacked libx11-6:amd64 2:1.6.4-3
2018-03-19 21:23:25 status half-configured libx11-6:amd64 2:1.6.4-3
2018-03-19 21:23:25 status installed libx11-6:amd64 2:1.6.4-3
2018-03-19 21:23:25 configure libgl1-mesa-dri:amd64 13.0.6-1+b2 <none>
2018-03-19 21:23:25 status unpacked libgl1-mesa-dri:amd64 13.0.6-1+b2
2018-03-19 21:23:25 status unpacked libgl1-mesa-dri:amd64 13.0.6-1+b2
2018-03-19 21:23:25 status half-configured libgl1-mesa-dri:amd64 13.0.6-1+b2
2018-03-19 21:23:25 status installed libgl1-mesa-dri:amd64 13.0.6-1+b2
2018-03-19 21:23:25 configure libxmuu1:amd64 2:1.1.2-2 <none>
2018-03-19 21:23:25 status unpacked libxmuu1:amd64 2:1.1.2-2
2018-03-19 21:23:25 status half-configured libxmuu1:amd64 2:1.1.2-2
2018-03-19 21:23:25 status installed libxmuu1:amd64 2:1.1.2-2
2018-03-19 21:23:25 configure libxcb-sync1:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb-sync1:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb-sync1:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb-sync1:amd64 1.12-1
2018-03-19 21:23:25 configure libsndfile1:amd64 1.0.27-3 <none>
2018-03-19 21:23:25 status unpacked libsndfile1:amd64 1.0.27-3
2018-03-19 21:23:25 status half-configured libsndfile1:amd64 1.0.27-3
2018-03-19 21:23:25 status installed libsndfile1:amd64 1.0.27-3
2018-03-19 21:23:25 configure libice-dev:amd64 2:1.0.9-2 <none>
2018-03-19 21:23:25 status unpacked libice-dev:amd64 2:1.0.9-2
2018-03-19 21:23:25 status half-configured libice-dev:amd64 2:1.0.9-2
2018-03-19 21:23:25 status installed libice-dev:amd64 2:1.0.9-2
2018-03-19 21:23:25 configure glib-networking:amd64 2.50.0-1+b1 <none>
2018-03-19 21:23:25 status unpacked glib-networking:amd64 2.50.0-1+b1
2018-03-19 21:23:25 status half-configured glib-networking:amd64 2.50.0-1+b1
2018-03-19 21:23:25 status installed glib-networking:amd64 2.50.0-1+b1
2018-03-19 21:23:25 configure libxcomposite1:amd64 1:0.4.4-2 <none>
2018-03-19 21:23:25 status unpacked libxcomposite1:amd64 1:0.4.4-2
2018-03-19 21:23:25 status half-configured libxcomposite1:amd64 1:0.4.4-2
2018-03-19 21:23:25 status installed libxcomposite1:amd64 1:0.4.4-2
2018-03-19 21:23:25 configure libxcb-shm0:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb-shm0:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb-shm0:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb-shm0:amd64 1.12-1
2018-03-19 21:23:25 configure libxpm4:amd64 1:3.5.12-1 <none>
2018-03-19 21:23:25 status unpacked libxpm4:amd64 1:3.5.12-1
2018-03-19 21:23:25 status half-configured libxpm4:amd64 1:3.5.12-1
2018-03-19 21:23:25 status installed libxpm4:amd64 1:3.5.12-1
2018-03-19 21:23:25 configure libxt6:amd64 1:1.1.5-1 <none>
2018-03-19 21:23:25 status unpacked libxt6:amd64 1:1.1.5-1
2018-03-19 21:23:25 status half-configured libxt6:amd64 1:1.1.5-1
2018-03-19 21:23:25 status installed libxt6:amd64 1:1.1.5-1
2018-03-19 21:23:25 configure libxcb-shape0:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb-shape0:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb-shape0:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb-shape0:amd64 1.12-1
2018-03-19 21:23:25 configure libxrender1:amd64 1:0.9.10-1 <none>
2018-03-19 21:23:25 status unpacked libxrender1:amd64 1:0.9.10-1
2018-03-19 21:23:25 status half-configured libxrender1:amd64 1:0.9.10-1
2018-03-19 21:23:25 status installed libxrender1:amd64 1:0.9.10-1
2018-03-19 21:23:25 configure libxcb1-dev:amd64 1.12-1 <none>
2018-03-19 21:23:25 status unpacked libxcb1-dev:amd64 1.12-1
2018-03-19 21:23:25 status half-configured libxcb1-dev:amd64 1.12-1
2018-03-19 21:23:25 status installed libxcb1-dev:amd64 1.12-1
2018-03-19 21:23:25 configure libavahi-client3:amd64 0.6.32-2 <none>
2018-03-19 21:23:25 status unpacked libavahi-client3:amd64 0.6.32-2
2018-03-19 21:23:25 status half-configured libavahi-client3:amd64 0.6.32-2
2018-03-19 21:23:25 status installed libavahi-client3:amd64 0.6.32-2
2018-03-19 21:23:25 configure libx11-dev:amd64 2:1.6.4-3 <none>
2018-03-19 21:23:25 status unpacked libx11-dev:amd64 2:1.6.4-3
2018-03-19 21:23:25 status half-configured libx11-dev:amd64 2:1.6.4-3
2018-03-19 21:23:25 status installed libx11-dev:amd64 2:1.6.4-3
2018-03-19 21:23:25 configure libxft2:amd64 2.3.2-1+b2 <none>
2018-03-19 21:23:25 status unpacked libxft2:amd64 2.3.2-1+b2
2018-03-19 21:23:25 status half-configured libxft2:amd64 2.3.2-1+b2
2018-03-19 21:23:25 status installed libxft2:amd64 2.3.2-1+b2
2018-03-19 21:23:25 configure fontconfig:amd64 2.11.0-6.7+b1 <none>
2018-03-19 21:23:25 status unpacked fontconfig:amd64 2.11.0-6.7+b1
2018-03-19 21:23:25 status half-configured fontconfig:amd64 2.11.0-6.7+b1
2018-03-19 21:23:27 status installed fontconfig:amd64 2.11.0-6.7+b1
2018-03-19 21:23:27 configure libcups2:amd64 2.2.1-8+deb9u1 <none>
2018-03-19 21:23:27 status unpacked libcups2:amd64 2.2.1-8+deb9u1
2018-03-19 21:23:27 status half-configured libcups2:amd64 2.2.1-8+deb9u1
2018-03-19 21:23:27 status installed libcups2:amd64 2.2.1-8+deb9u1
2018-03-19 21:23:27 configure libegl1-mesa:amd64 13.0.6-1+b2 <none>
2018-03-19 21:23:27 status unpacked libegl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:27 status half-configured libegl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:27 status installed libegl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:27 configure libsm-dev:amd64 2:1.2.2-1+b3 <none>
2018-03-19 21:23:27 status unpacked libsm-dev:amd64 2:1.2.2-1+b3
2018-03-19 21:23:27 status half-configured libsm-dev:amd64 2:1.2.2-1+b3
2018-03-19 21:23:27 status installed libsm-dev:amd64 2:1.2.2-1+b3
2018-03-19 21:23:27 configure libxext6:amd64 2:1.3.3-1+b2 <none>
2018-03-19 21:23:27 status unpacked libxext6:amd64 2:1.3.3-1+b2
2018-03-19 21:23:27 status half-configured libxext6:amd64 2:1.3.3-1+b2
2018-03-19 21:23:27 status installed libxext6:amd64 2:1.3.3-1+b2
2018-03-19 21:23:27 configure libxfixes3:amd64 1:5.0.3-1 <none>
2018-03-19 21:23:27 status unpacked libxfixes3:amd64 1:5.0.3-1
2018-03-19 21:23:27 status half-configured libxfixes3:amd64 1:5.0.3-1
2018-03-19 21:23:27 status installed libxfixes3:amd64 1:5.0.3-1
2018-03-19 21:23:27 configure libatspi2.0-0:amd64 2.22.0-6+deb9u1 <none>
2018-03-19 21:23:27 status unpacked libatspi2.0-0:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:27 status half-configured libatspi2.0-0:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:27 status installed libatspi2.0-0:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:27 configure libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2 <none>
2018-03-19 21:23:27 status unpacked libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2018-03-19 21:23:27 status half-configured libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2018-03-19 21:23:27 status installed libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2018-03-19 21:23:27 configure libsoup2.4-1:amd64 2.56.0-2+deb9u1 <none>
2018-03-19 21:23:27 status unpacked libsoup2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:27 status half-configured libsoup2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:27 status installed libsoup2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:27 configure libsoup-gnome2.4-1:amd64 2.56.0-2+deb9u1 <none>
2018-03-19 21:23:27 status unpacked libsoup-gnome2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:27 status half-configured libsoup-gnome2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:27 status installed libsoup-gnome2.4-1:amd64 2.56.0-2+deb9u1
2018-03-19 21:23:27 configure libxmu6:amd64 2:1.1.2-2 <none>
2018-03-19 21:23:27 status unpacked libxmu6:amd64 2:1.1.2-2
2018-03-19 21:23:27 status half-configured libxmu6:amd64 2:1.1.2-2
2018-03-19 21:23:27 status installed libxmu6:amd64 2:1.1.2-2
2018-03-19 21:23:27 configure gtk-update-icon-cache:amd64 3.22.11-1 <none>
2018-03-19 21:23:27 status unpacked gtk-update-icon-cache:amd64 3.22.11-1
2018-03-19 21:23:27 status half-configured gtk-update-icon-cache:amd64 3.22.11-1
2018-03-19 21:23:27 status installed gtk-update-icon-cache:amd64 3.22.11-1
2018-03-19 21:23:27 configure libxcursor1:amd64 1:1.1.14-1+deb9u1 <none>
2018-03-19 21:23:27 status unpacked libxcursor1:amd64 1:1.1.14-1+deb9u1
2018-03-19 21:23:27 status half-configured libxcursor1:amd64 1:1.1.14-1+deb9u1
2018-03-19 21:23:27 status installed libxcursor1:amd64 1:1.1.14-1+deb9u1
2018-03-19 21:23:27 configure libxxf86dga1:amd64 2:1.1.4-1+b3 <none>
2018-03-19 21:23:27 status unpacked libxxf86dga1:amd64 2:1.1.4-1+b3
2018-03-19 21:23:27 status half-configured libxxf86dga1:amd64 2:1.1.4-1+b3
2018-03-19 21:23:27 status installed libxxf86dga1:amd64 2:1.1.4-1+b3
2018-03-19 21:23:27 configure libpango-1.0-0:amd64 1.40.5-1 <none>
2018-03-19 21:23:27 status unpacked libpango-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:27 status half-configured libpango-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:27 status installed libpango-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:27 configure libwayland-egl1-mesa:amd64 13.0.6-1+b2 <none>
2018-03-19 21:23:27 status unpacked libwayland-egl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:27 status half-configured libwayland-egl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:27 status installed libwayland-egl1-mesa:amd64 13.0.6-1+b2
2018-03-19 21:23:27 configure libatk-bridge2.0-0:amd64 2.22.0-2 <none>
2018-03-19 21:23:27 status unpacked libatk-bridge2.0-0:amd64 2.22.0-2
2018-03-19 21:23:27 status half-configured libatk-bridge2.0-0:amd64 2.22.0-2
2018-03-19 21:23:27 status installed libatk-bridge2.0-0:amd64 2.22.0-2
2018-03-19 21:23:27 configure libxv1:amd64 2:1.0.11-1 <none>
2018-03-19 21:23:27 status unpacked libxv1:amd64 2:1.0.11-1
2018-03-19 21:23:27 status half-configured libxv1:amd64 2:1.0.11-1
2018-03-19 21:23:27 status installed libxv1:amd64 2:1.0.11-1
2018-03-19 21:23:27 configure librest-0.7-0:amd64 0.8.0-2 <none>
2018-03-19 21:23:27 status unpacked librest-0.7-0:amd64 0.8.0-2
2018-03-19 21:23:27 status half-configured librest-0.7-0:amd64 0.8.0-2
2018-03-19 21:23:27 status installed librest-0.7-0:amd64 0.8.0-2
2018-03-19 21:23:27 configure libxxf86vm1:amd64 1:1.1.4-1+b2 <none>
2018-03-19 21:23:27 status unpacked libxxf86vm1:amd64 1:1.1.4-1+b2
2018-03-19 21:23:27 status half-configured libxxf86vm1:amd64 1:1.1.4-1+b2
2018-03-19 21:23:27 status installed libxxf86vm1:amd64 1:1.1.4-1+b2
2018-03-19 21:23:27 configure libxrandr2:amd64 2:1.5.1-1 <none>
2018-03-19 21:23:27 status unpacked libxrandr2:amd64 2:1.5.1-1
2018-03-19 21:23:27 status half-configured libxrandr2:amd64 2:1.5.1-1
2018-03-19 21:23:27 status installed libxrandr2:amd64 2:1.5.1-1
2018-03-19 21:23:27 configure libxi6:amd64 2:1.7.9-1 <none>
2018-03-19 21:23:27 status unpacked libxi6:amd64 2:1.7.9-1
2018-03-19 21:23:27 status half-configured libxi6:amd64 2:1.7.9-1
2018-03-19 21:23:27 status installed libxi6:amd64 2:1.7.9-1
2018-03-19 21:23:27 configure libxaw7:amd64 2:1.0.13-1+b2 <none>
2018-03-19 21:23:27 status unpacked libxaw7:amd64 2:1.0.13-1+b2
2018-03-19 21:23:27 status half-configured libxaw7:amd64 2:1.0.13-1+b2
2018-03-19 21:23:28 status installed libxaw7:amd64 2:1.0.13-1+b2
2018-03-19 21:23:28 configure libcairo2:amd64 1.14.8-1 <none>
2018-03-19 21:23:28 status unpacked libcairo2:amd64 1.14.8-1
2018-03-19 21:23:28 status half-configured libcairo2:amd64 1.14.8-1
2018-03-19 21:23:28 status installed libcairo2:amd64 1.14.8-1
2018-03-19 21:23:28 configure libxinerama1:amd64 2:1.1.3-1+b3 <none>
2018-03-19 21:23:28 status unpacked libxinerama1:amd64 2:1.1.3-1+b3
2018-03-19 21:23:28 status half-configured libxinerama1:amd64 2:1.1.3-1+b3
2018-03-19 21:23:28 status installed libxinerama1:amd64 2:1.1.3-1+b3
2018-03-19 21:23:28 configure libxt-dev:amd64 1:1.1.5-1 <none>
2018-03-19 21:23:28 status unpacked libxt-dev:amd64 1:1.1.5-1
2018-03-19 21:23:28 status half-configured libxt-dev:amd64 1:1.1.5-1
2018-03-19 21:23:28 status installed libxt-dev:amd64 1:1.1.5-1
2018-03-19 21:23:28 configure libxdamage1:amd64 1:1.1.4-2+b3 <none>
2018-03-19 21:23:28 status unpacked libxdamage1:amd64 1:1.1.4-2+b3
2018-03-19 21:23:28 status half-configured libxdamage1:amd64 1:1.1.4-2+b3
2018-03-19 21:23:28 status installed libxdamage1:amd64 1:1.1.4-2+b3
2018-03-19 21:23:28 configure libcairo-gobject2:amd64 1.14.8-1 <none>
2018-03-19 21:23:28 status unpacked libcairo-gobject2:amd64 1.14.8-1
2018-03-19 21:23:28 status half-configured libcairo-gobject2:amd64 1.14.8-1
2018-03-19 21:23:28 status installed libcairo-gobject2:amd64 1.14.8-1
2018-03-19 21:23:28 configure libxtst6:amd64 2:1.2.3-1 <none>
2018-03-19 21:23:28 status unpacked libxtst6:amd64 2:1.2.3-1
2018-03-19 21:23:28 status half-configured libxtst6:amd64 2:1.2.3-1
2018-03-19 21:23:28 status installed libxtst6:amd64 2:1.2.3-1
2018-03-19 21:23:28 configure libpangoft2-1.0-0:amd64 1.40.5-1 <none>
2018-03-19 21:23:28 status unpacked libpangoft2-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:28 status half-configured libpangoft2-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:28 status installed libpangoft2-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:28 configure libgl1-mesa-glx:amd64 13.0.6-1+b2 <none>
2018-03-19 21:23:28 status unpacked libgl1-mesa-glx:amd64 13.0.6-1+b2
2018-03-19 21:23:28 status half-configured libgl1-mesa-glx:amd64 13.0.6-1+b2
2018-03-19 21:23:28 status installed libgl1-mesa-glx:amd64 13.0.6-1+b2
2018-03-19 21:23:28 configure at-spi2-core:amd64 2.22.0-6+deb9u1 <none>
2018-03-19 21:23:28 status unpacked at-spi2-core:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:28 status unpacked at-spi2-core:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:28 status unpacked at-spi2-core:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:28 status half-configured at-spi2-core:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:28 status installed at-spi2-core:amd64 2.22.0-6+deb9u1
2018-03-19 21:23:28 configure x11-utils:amd64 7.7+3+b1 <none>
2018-03-19 21:23:28 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status unpacked x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status half-configured x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 status installed x11-utils:amd64 7.7+3+b1
2018-03-19 21:23:28 configure libpangocairo-1.0-0:amd64 1.40.5-1 <none>
2018-03-19 21:23:28 status unpacked libpangocairo-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:28 status half-configured libpangocairo-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:28 status installed libpangocairo-1.0-0:amd64 1.40.5-1
2018-03-19 21:23:28 configure libpulse0:amd64 10.0-1+deb9u1 <none>
2018-03-19 21:23:28 status unpacked libpulse0:amd64 10.0-1+deb9u1
2018-03-19 21:23:28 status unpacked libpulse0:amd64 10.0-1+deb9u1
2018-03-19 21:23:28 status half-configured libpulse0:amd64 10.0-1+deb9u1
2018-03-19 21:23:28 status installed libpulse0:amd64 10.0-1+deb9u1
2018-03-19 21:23:28 configure libatk-wrapper-java:all 0.33.3-13+deb9u1 <none>
2018-03-19 21:23:28 status unpacked libatk-wrapper-java:all 0.33.3-13+deb9u1
2018-03-19 21:23:28 status half-configured libatk-wrapper-java:all 0.33.3-13+deb9u1
2018-03-19 21:23:28 status installed libatk-wrapper-java:all 0.33.3-13+deb9u1
2018-03-19 21:23:28 configure librsvg2-2:amd64 2.40.16-1+b1 <none>
2018-03-19 21:23:28 status unpacked librsvg2-2:amd64 2.40.16-1+b1
2018-03-19 21:23:28 status half-configured librsvg2-2:amd64 2.40.16-1+b1
2018-03-19 21:23:28 status installed librsvg2-2:amd64 2.40.16-1+b1
2018-03-19 21:23:28 configure librsvg2-common:amd64 2.40.16-1+b1 <none>
2018-03-19 21:23:28 status unpacked librsvg2-common:amd64 2.40.16-1+b1
2018-03-19 21:23:28 status half-configured librsvg2-common:amd64 2.40.16-1+b1
2018-03-19 21:23:28 status installed librsvg2-common:amd64 2.40.16-1+b1
2018-03-19 21:23:28 status triggers-pending libgdk-pixbuf2.0-0:amd64 2.36.5-2+deb9u2
2018-03-19 21:23:28 configure adwaita-icon-theme:all 3.22.0-1+deb9u1 <none>
2018-03-19 21:23:28 status unpacked adwaita-icon-theme:all 3.22.0-1+deb9u1
2018-03-19 21:23:28 status half-configured adwaita-icon-theme:all 3.22.0-1+deb9u1
2018-03-19 21:23:28 status installed adwaita-icon-theme:all 3.22.0-1+deb9u1
2018-03-19 21:23:28 configure libgtk2.0-0:amd64 2.24.31-2 <none>
2018-03-19 21:23:28 status unpacked libgtk2.0-0:amd64 2.24.31-2
2018-03-19 21:23:28 status half-configured libgtk2.0-0:amd64 2.24.31-2
2018-03-19 21:23:28 status installed libgtk2.0-0:amd64 2.24.31-2
2018-03-19 21:23:28 configure libgail18:amd64 2.24.31-2 <none>
2018-03-19 21:23:28 status unpacked libgail18:amd64 2.24.31-2
2018-03-19 21:23:28 status half-configured libgail18:amd64 2.24.31-2
2018-03-19 21:23:28 status installed libgail18:amd64 2.24.31-2
2018-03-19 21:23:28 configure libgail-common:amd64 2.24.31-2 <none>
2018-03-19 21:23:28 status unpacked libgail-common:amd64 2.24.31-2
2018-03-19 21:23:28 status half-configured libgail-common:amd64 2.24.31-2
2018-03-19 21:23:28 status installed libgail-common:amd64 2.24.31-2
2018-03-19 21:23:28 configure libgtk-3-0:amd64 3.22.11-1 <none>
2018-03-19 21:23:28 status unpacked libgtk-3-0:amd64 3.22.11-1
2018-03-19 21:23:28 status half-configured libgtk-3-0:amd64 3.22.11-1
2018-03-19 21:23:28 status installed libgtk-3-0:amd64 3.22.11-1
2018-03-19 21:23:28 configure libgtk-3-bin:amd64 3.22.11-1 <none>
2018-03-19 21:23:28 status unpacked libgtk-3-bin:amd64 3.22.11-1
2018-03-19 21:23:28 status half-configured libgtk-3-bin:amd64 3.22.11-1
2018-03-19 21:23:28 status installed libgtk-3-bin:amd64 3.22.11-1
2018-03-19 21:23:28 configure libatk-wrapper-java-jni:amd64 0.33.3-13+deb9u1 <none>
2018-03-19 21:23:28 status unpacked libatk-wrapper-java-jni:amd64 0.33.3-13+deb9u1
2018-03-19 21:23:28 status half-configured libatk-wrapper-java-jni:amd64 0.33.3-13+deb9u1
2018-03-19 21:23:28 status installed libatk-wrapper-java-jni:amd64 0.33.3-13+deb9u1
2018-03-19 21:23:28 configure libgtk2.0-bin:amd64 2.24.31-2 <none>
2018-03-19 21:23:28 status unpacked libgtk2.0-bin:amd64 2.24.31-2
2018-03-19 21:23:28 status half-configured libgtk2.0-bin:amd64 2.24.31-2
2018-03-19 21:23:28 status installed libgtk2.0-bin:amd64 2.24.31-2
2018-03-19 21:23:28 configure openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1 <none>
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
2018-03-19 21:23:28 status unpacked openjdk-8-jre-headless:amd64 8u162-b12-1~deb9u1
